"date","ABANCAY","ACOBAMBA","ACOMAYO","AIJA","ALTO AMAZONAS","AMBO","ANDAHUAYLAS","ANGARAES","ANTA","ANTABAMBA","ANTONIO RAIMONDI","AREQUIPA","ASCOPE","ASUNCION","ATALAYA","AYABACA","AYMARAES","AZANGARO","BAGUA","BARRANCA","BELLAVISTA","BOLIVAR","BOLOGNESI","BONGARA","CAÃETE","CAJABAMBA","CAJAMARCA","CAJATAMBO","CALCA","CALLAO","CAMANA","CANAS","CANCHIS","CANDARAVE","CANGALLO","CANTA","CARABAYA","CARAVELI","CARHUAZ","CARLOS FERMIN FITZCARRALD","CASMA","CASTILLA","CASTROVIRREYNA","CAYLLOMA","CELENDIN","CHACHAPOYAS","CHANCHAMAYO","CHEPEN","CHICLAYO","CHINCHA","CHINCHEROS","CHOTA","CHUCUITO","CHUMBIVILCAS","CHUPACA","CHURCAMPA","CONCEPCION","CONDESUYOS","CONDORCANQUI","CONTRALMIRANTE VILLAR","CONTUMAZA","CORONEL PORTILLO","CORONGO","COTABAMBAS","CUSCO","CUTERVO","DANIEL ALCIDES CARRION","DOS DE MAYO","EL COLLAO","EL DORADO","ESPINAR","FERREÃAFE","GENERAL SANCHEZ CERRO","GRAN CHIMU","GRAU","HUACAYBAMBA","HUALGAYOC","HUALLAGA","HUAMALIES","HUAMANGA","HUANCA SANCOS","HUANCABAMBA","HUANCANE","HUANCAVELICA","HUANCAYO","HUANTA","HUARAL","HUARAZ","HUARI","HUARMEY","HUAROCHIRI","HUAURA","HUAYLAS","HUAYTARA","HUENUCO","ICA","ILO","ISLAY","JAEN","JAUJA","JORGE BASADRE","JULCAN","JUNIN","LA CONVENCION","LA MAR","LA UNION","LAMAS","LAMBAYEQUE","LAMPA","LAURICOCHA","LEONCIO PRADO","LIMA","LORETO","LUCANAS","LUYA","MANU","MARAÃON","MARISCAL CACERES","MARISCAL LUZURIAGA","MARISCAL NIETO","MARISCAL RAMON CASTILLA","MAYNAS","MELGAR","MOHO","MORROPON","MOYOBAMBA","NAZCA","OCROS","OTUZCO","OXAPAMPA","OYON","PACASMAYO","PACHITEA","PADRE ABAD","PAITA","PALLASCA","PALPA","PARINACOCHAS","PARURO","PASCO","PATAZ","PAUCAR DEL SARA SARA","PAUCARTAMBO","PICOTA","PISCO","PIURA","POMABAMBA","PUERTO INCA","PUNO","PURUS","QUISPICANCHI","RECUAY","REQUENA","RIOJA","RODRIGUEZ DE MENDOZA","SAN ANTONIO DE PUTINA","SAN IGNACIO","SAN MARCOS","SAN MARTIN","SAN MIGUEL","SAN PABLO","SAN ROMAN","SÁNCHEZ CARRIÓN","SANDIA","SANTA","SANTA CRUZ","SANTIAGO DE CHUCO","SATIPO","SECHURA","SIHUAS","SUCRE","SULLANA","TACNA","TAHUAMANU","TALARA","TAMBOPATA","TARATA","TARMA","TAYACAJA","TOCACHE","TRUJILLO","TUMBES","UCAYALI","URUBAMBA","UTCUBAMBA","VICTOR FAJARDO","VILCAS HUAMAN","VIRU","YAROWILCA","YAULI","YAUYOS","YUNGAY","YUNGUYO","ZARUMILLA"
2020-08-01,0,0,0,0,1,0,0,1,0,0,0,52,4,0,0,0,0,0,0,6,0,0,0,0,6,0,11,0,0,23,0,1,2,0,0,0,0,0,0,1,1,0,0,3,0,1,6,2,11,9,0,0,1,0,3,1,0,0,0,0,0,6,0,0,26,2,0,0,0,0,0,4,0,1,0,0,0,0,0,5,0,0,0,1,26,1,4,4,0,0,5,2,0,0,5,15,3,5,5,1,0,0,0,0,1,0,0,2,0,0,2,252,1,1,0,0,0,1,0,14,0,3,0,0,4,3,4,0,1,0,0,6,0,0,4,0,0,0,0,3,0,0,0,0,5,13,0,2,6,0,0,0,1,2,0,1,0,0,1,1,0,8,0,2,11,0,0,1,2,0,0,5,9,1,2,6,0,0,1,1,13,1,1,0,0,0,0,4,0,0,0,1,1,1
2020-08-02,2,1,0,0,3,0,1,0,0,0,0,39,6,0,0,1,0,0,6,3,2,0,0,0,6,1,5,1,1,24,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,4,2,18,0,0,0,2,0,3,0,1,0,0,0,0,4,0,0,18,1,0,1,1,0,0,3,0,0,0,0,0,1,0,7,0,0,0,1,12,1,2,2,0,2,1,5,0,0,1,11,5,0,8,2,0,0,0,1,0,0,0,3,0,0,0,226,1,0,0,0,0,1,0,12,0,4,0,0,3,3,2,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,3,8,0,0,11,0,0,0,0,2,0,0,0,1,2,0,0,5,2,0,11,0,1,1,0,0,0,2,8,0,1,4,0,4,2,1,10,2,0,0,1,0,0,2,0,0,0,2,0,1
2020-08-03,3,1,0,0,4,0,0,0,0,0,0,46,0,0,1,2,0,2,3,8,0,0,0,0,5,0,13,0,0,32,1,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,3,3,16,7,0,1,0,0,0,0,0,0,0,0,0,3,0,0,18,1,0,0,2,0,1,1,0,0,0,0,2,0,1,5,0,2,1,4,17,1,2,7,0,1,1,5,0,2,10,24,8,1,2,0,1,0,0,4,0,0,0,2,0,0,5,240,0,0,0,2,0,1,0,12,0,2,0,0,4,1,2,0,1,1,0,5,0,0,3,0,1,0,0,3,0,0,0,0,4,1,0,0,10,0,1,0,2,1,0,0,1,0,3,1,0,12,0,0,9,0,0,2,1,1,0,1,12,0,2,3,0,0,0,3,15,3,0,0,1,0,0,2,0,0,0,0,0,1
2020-08-04,1,0,0,0,1,0,0,1,2,0,0,36,4,0,1,1,0,0,3,5,1,0,0,0,4,0,9,0,0,28,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,3,2,12,7,0,0,0,0,0,0,2,0,0,0,0,3,0,0,17,1,0,0,3,0,0,3,0,0,0,0,1,0,0,2,0,0,0,1,24,2,4,4,2,1,0,8,1,1,14,18,6,0,7,0,0,0,0,0,0,0,0,1,0,0,0,262,1,2,0,0,0,0,0,22,0,2,0,0,1,1,4,0,0,1,0,7,0,0,3,1,0,0,0,3,0,0,0,1,5,9,0,0,6,0,1,0,0,1,0,0,2,0,0,0,0,7,0,0,13,0,0,1,1,0,0,3,13,2,2,1,0,2,0,1,14,4,0,1,1,0,0,1,0,0,0,0,0,0
2020-08-05,0,0,0,0,0,0,0,0,1,0,0,34,2,0,2,0,0,2,3,5,1,0,0,0,7,1,7,0,0,26,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2,3,18,6,0,0,0,0,1,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,2,1,2,18,1,0,5,1,0,1,6,3,1,5,11,5,2,4,0,0,0,0,1,0,0,0,5,1,0,4,242,0,0,0,0,0,3,0,10,0,5,0,0,1,1,2,0,0,0,0,2,0,1,6,0,0,0,0,1,0,0,0,0,8,7,1,0,7,0,0,0,1,4,0,0,1,0,2,0,0,7,2,0,12,0,0,2,5,0,0,2,15,0,1,2,0,1,0,2,11,3,0,0,0,0,0,3,0,0,0,0,1,0
2020-08-06,0,0,0,0,4,0,1,0,0,0,0,62,6,0,0,0,1,0,2,3,0,1,0,0,2,2,10,0,0,29,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,8,11,0,0,0,0,0,0,0,0,0,0,1,3,0,0,23,4,2,0,0,1,0,1,0,1,0,0,0,0,1,12,0,2,0,3,13,0,4,5,0,0,4,6,0,0,5,9,2,4,5,0,1,0,1,3,0,0,3,3,0,0,2,237,1,0,1,1,0,0,0,9,0,3,1,0,1,0,2,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,6,6,0,0,7,0,1,0,0,0,0,0,1,1,1,0,0,9,0,0,9,0,0,1,2,0,0,1,16,0,3,2,0,1,0,1,19,1,3,1,0,0,0,2,0,1,0,0,0,1
2020-08-07,1,0,0,0,1,2,1,1,0,0,0,47,2,0,0,1,0,1,1,8,0,0,1,0,5,0,10,0,0,29,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,1,4,1,15,5,0,0,1,0,1,0,0,0,0,0,0,3,0,1,23,0,3,1,1,0,3,1,1,0,0,0,1,4,1,11,0,2,0,2,17,4,2,5,0,1,2,13,1,0,10,19,5,2,6,1,1,0,0,1,0,0,0,4,0,0,2,230,1,0,1,0,0,0,0,17,0,2,0,0,2,1,0,0,1,1,0,2,2,0,3,0,0,0,0,2,1,0,0,0,3,7,0,0,15,0,2,0,0,2,0,0,0,0,2,0,0,12,1,0,2,0,0,2,2,0,0,1,16,1,1,6,0,1,3,2,13,2,0,1,1,1,0,0,0,1,0,0,0,0
2020-08-08,5,0,0,0,1,0,1,1,1,0,0,39,4,0,0,0,1,1,2,3,1,0,0,0,7,0,9,0,0,34,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,2,3,8,3,0,2,0,0,1,0,0,0,0,0,1,4,0,0,21,0,0,0,2,1,1,1,1,0,0,0,0,1,0,9,0,0,1,5,23,0,1,4,0,1,2,8,0,1,4,9,7,3,2,4,1,0,0,2,0,0,0,1,0,0,4,261,0,0,0,1,0,0,1,13,0,3,1,0,1,0,2,0,1,0,0,2,0,0,3,0,0,1,0,3,2,0,0,0,3,9,0,0,9,0,2,0,2,2,1,0,1,0,1,0,0,9,1,0,4,0,0,0,1,0,0,6,13,0,1,1,0,1,2,0,18,1,0,2,0,0,0,2,0,3,0,0,1,1
2020-08-09,0,2,0,0,0,0,1,0,1,0,0,42,4,0,0,0,0,1,1,9,2,0,0,0,6,1,5,0,0,27,1,0,2,0,0,0,1,0,1,0,0,1,0,4,0,0,2,4,14,6,0,0,0,0,3,0,0,0,0,0,0,2,0,0,13,0,0,0,1,0,2,2,0,0,0,0,1,1,0,10,0,1,0,3,14,1,3,5,1,1,0,7,2,0,5,12,1,1,4,2,0,0,1,1,0,0,2,2,2,0,0,207,2,0,0,0,0,0,0,15,0,2,0,0,2,2,2,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,1,5,9,0,0,13,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,6,0,0,3,2,0,0,2,14,0,3,4,0,1,1,1,25,2,0,0,2,0,0,0,0,0,0,0,0,0
2020-08-10,2,0,0,0,0,0,1,1,0,0,0,37,4,0,0,1,0,0,1,2,0,0,0,1,6,2,11,1,0,14,0,0,1,0,0,1,0,0,0,0,1,1,0,3,0,3,4,3,17,4,1,0,1,1,3,1,1,0,1,0,0,4,0,0,12,1,0,0,0,0,0,2,1,2,0,0,1,0,0,6,0,2,1,8,9,2,4,4,0,1,1,7,0,1,3,17,6,3,3,0,1,0,1,1,0,0,0,1,0,0,5,241,0,0,0,0,0,0,0,20,1,1,1,0,2,3,2,0,1,1,0,2,0,0,3,0,1,0,0,3,0,0,0,0,2,12,0,0,14,0,1,0,1,0,0,0,2,0,1,1,0,4,1,1,7,1,1,4,2,0,0,4,18,1,3,2,0,2,0,1,15,4,1,1,0,2,0,1,0,1,1,0,0,0
2020-08-11,0,0,0,0,0,0,0,1,2,0,0,35,6,0,0,1,0,1,0,8,0,0,0,0,2,0,7,1,0,25,1,0,4,0,0,1,0,1,1,0,0,1,0,2,0,0,3,0,9,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,15,1,1,0,1,0,1,0,0,0,0,0,1,0,0,8,0,1,1,2,15,0,2,4,0,1,3,7,1,0,11,8,7,1,3,0,1,0,0,2,0,1,0,4,1,0,2,235,0,0,0,1,1,2,0,5,0,3,1,0,1,0,7,0,0,0,0,5,0,1,5,0,2,0,0,2,1,0,0,0,3,7,0,0,14,0,0,0,1,2,0,0,2,0,1,0,0,8,2,0,5,0,0,0,1,0,0,2,14,0,3,2,0,0,2,2,15,3,0,0,0,0,0,1,0,0,1,0,0,1
2020-08-12,5,0,0,0,0,0,1,2,0,0,0,42,4,0,1,0,0,1,3,7,0,0,0,0,7,1,8,0,0,27,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,14,3,0,0,2,0,1,0,1,0,0,0,0,5,0,0,14,0,1,0,2,0,0,5,0,0,0,0,1,1,0,14,0,0,0,4,13,0,6,4,1,0,1,7,0,1,2,8,3,1,3,1,0,0,0,4,0,0,0,1,1,0,1,247,0,0,0,0,0,1,0,11,0,1,1,0,4,2,3,0,0,0,0,4,0,0,1,0,0,0,2,4,1,0,0,2,7,6,0,0,11,0,0,1,0,1,0,0,0,0,5,0,0,15,0,0,6,0,0,3,1,0,0,6,14,0,0,3,0,0,1,2,10,1,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-13,1,0,0,0,0,0,2,0,1,0,0,27,2,0,0,0,0,4,2,11,0,0,0,0,2,0,7,9,0,21,1,0,2,0,0,0,0,1,1,0,0,1,0,4,0,0,1,3,10,1,0,0,1,0,0,0,2,0,0,0,1,5,0,0,22,0,0,0,0,0,1,2,2,0,0,0,0,0,0,12,0,1,3,7,16,2,2,7,0,0,2,4,0,0,5,11,2,1,4,0,0,0,1,6,7,0,3,2,1,1,5,250,0,1,0,0,0,0,0,10,0,3,1,0,5,0,1,0,0,0,0,2,0,1,3,0,0,0,0,2,0,0,0,0,7,13,0,0,13,0,0,0,1,3,0,0,0,0,1,1,0,12,1,1,9,0,0,1,4,0,0,7,20,0,1,2,0,1,1,2,18,1,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-14,3,1,0,0,1,0,0,1,1,0,0,37,4,0,0,1,0,1,3,10,0,0,0,0,3,2,4,1,2,29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,16,6,0,0,1,0,0,0,0,0,2,0,0,1,0,0,19,0,1,1,3,0,2,2,0,0,0,0,0,0,0,11,0,0,0,6,15,3,2,4,0,1,0,5,1,0,11,8,4,3,3,1,0,0,0,0,3,0,1,6,1,0,1,243,0,1,0,0,1,0,0,8,1,4,1,0,4,1,0,0,0,0,1,4,0,0,3,0,1,0,1,1,0,0,0,0,6,13,0,0,20,0,0,1,0,3,0,2,1,0,1,0,0,8,1,0,11,1,0,0,2,0,0,5,14,1,2,1,1,2,0,0,18,2,0,1,0,0,0,2,0,0,1,2,0,1
2020-08-15,1,0,0,0,0,0,1,0,3,0,0,29,2,0,1,0,1,2,1,4,1,0,0,0,1,1,5,1,0,25,0,0,1,0,0,2,1,0,1,0,0,0,0,4,0,0,4,4,12,5,0,0,0,0,0,0,0,0,0,0,0,6,0,1,26,0,0,0,1,0,1,1,0,0,1,0,0,2,0,8,0,3,0,1,9,1,5,1,0,3,2,5,0,0,8,7,3,1,4,0,0,0,0,2,1,1,1,1,1,0,1,243,0,0,0,1,0,0,0,11,0,1,0,0,4,0,2,0,0,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,5,9,0,0,19,0,1,0,0,2,0,0,0,0,1,0,0,12,0,0,4,0,0,2,0,0,0,2,16,0,0,2,0,1,1,0,13,0,0,0,0,0,0,1,0,0,1,1,0,0
2020-08-16,5,0,0,0,3,0,1,3,1,0,0,32,1,0,0,0,0,0,3,1,0,0,0,0,6,0,8,2,2,18,2,0,3,0,0,0,0,0,1,0,0,0,0,2,0,1,0,4,12,7,0,0,0,0,2,0,0,0,0,0,0,6,0,0,24,0,0,0,1,0,0,3,1,0,0,0,0,0,0,5,0,1,1,11,5,1,2,5,0,0,0,9,0,0,4,10,4,2,4,1,0,0,0,0,1,0,1,0,2,0,0,209,0,0,0,0,0,0,0,8,0,4,1,0,1,3,4,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,0,1,1,11,0,1,17,0,2,1,0,0,0,0,1,1,2,0,0,9,0,0,5,1,0,1,1,0,0,4,8,1,0,2,0,0,0,1,12,4,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-17,0,0,0,0,2,0,0,0,0,0,0,40,1,0,0,1,0,2,1,4,0,0,0,0,5,0,4,4,1,28,0,0,1,1,0,1,1,0,0,1,2,0,0,1,0,0,1,1,10,10,0,0,2,0,2,1,0,0,0,0,1,12,0,1,25,0,0,0,1,1,1,3,0,2,0,0,0,0,0,9,0,0,0,1,7,1,4,2,0,0,2,9,1,0,4,13,2,3,3,3,0,0,0,0,0,0,3,2,0,0,1,237,0,0,0,0,0,0,0,7,0,1,0,0,4,1,2,0,0,0,0,3,0,2,4,0,3,0,0,0,2,0,0,1,1,6,0,0,14,0,2,0,0,2,0,0,1,0,0,0,0,10,1,1,15,0,0,3,0,0,0,4,15,2,1,3,0,0,0,0,14,1,1,1,0,0,0,1,0,0,0,1,0,0
2020-08-18,2,0,0,0,0,0,2,1,2,0,0,29,4,0,0,0,1,1,1,4,0,0,0,0,9,1,4,1,1,20,3,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,1,18,6,0,0,4,0,0,0,0,0,0,0,0,4,0,0,19,1,1,0,1,2,1,3,0,0,0,0,1,0,1,8,0,1,2,2,10,1,1,3,0,2,2,6,0,0,7,10,6,0,7,2,0,0,0,2,2,0,2,5,1,0,1,220,0,1,0,0,0,0,0,4,0,2,1,0,1,2,2,0,1,0,0,4,1,0,3,0,1,1,0,5,1,0,0,0,4,13,0,0,18,0,1,0,0,3,0,0,1,0,0,0,0,7,0,1,2,0,0,1,3,0,0,2,9,0,1,3,0,3,0,0,7,0,0,2,1,0,0,1,0,0,1,0,0,1
2020-08-19,2,0,0,0,0,0,0,1,2,0,0,30,1,0,1,0,0,1,0,2,0,0,0,0,3,0,14,0,0,22,2,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,14,4,0,1,3,1,0,0,1,0,0,0,0,1,0,0,17,0,0,0,2,0,0,2,0,1,0,0,1,1,0,5,0,0,0,3,10,0,4,3,0,0,0,5,0,0,3,9,2,1,1,2,1,0,0,2,2,0,0,3,0,0,1,199,0,1,0,0,0,2,0,6,0,4,1,0,2,0,2,0,0,1,0,3,0,0,4,1,2,0,0,2,1,0,0,0,2,8,0,0,14,0,1,0,0,0,0,0,0,0,1,0,0,16,1,0,6,0,0,2,0,1,0,2,8,0,2,2,0,1,0,0,14,1,0,0,0,0,0,1,0,1,0,1,1,0
2020-08-20,1,0,1,0,0,0,0,0,0,0,0,38,3,0,0,0,0,0,0,3,0,0,0,0,5,0,6,0,0,26,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,4,1,8,2,0,0,0,1,1,0,1,0,0,0,0,3,0,1,26,0,0,0,0,0,0,2,0,0,0,0,0,1,0,8,0,1,0,1,9,0,5,2,0,0,5,2,0,0,3,10,0,2,4,1,0,0,0,0,2,0,0,3,0,0,3,202,0,2,0,0,0,0,0,4,0,1,0,0,2,1,4,0,1,1,1,1,0,2,3,1,1,0,0,2,0,0,0,1,8,8,0,1,8,0,1,0,0,1,0,0,2,0,1,1,0,6,1,0,6,0,0,0,0,0,0,4,10,1,2,0,0,1,1,0,9,0,0,1,0,0,0,0,0,0,1,0,2,0
2020-08-21,3,2,2,0,0,0,0,0,1,0,0,30,2,0,0,1,0,0,1,4,1,0,0,0,2,1,1,0,0,10,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,11,4,0,0,0,0,1,0,0,0,0,0,1,4,0,0,19,0,0,0,1,0,1,2,0,0,1,0,1,0,0,6,0,1,0,1,12,1,4,4,1,2,1,6,0,0,5,11,4,0,1,1,0,1,0,0,0,0,1,3,1,0,2,206,0,0,1,0,1,2,0,10,0,3,1,0,4,1,2,0,0,1,0,1,1,1,3,0,0,0,0,1,1,0,0,0,4,8,0,0,12,0,2,0,1,2,0,0,1,0,3,0,0,8,0,1,10,0,0,0,2,0,1,5,14,0,1,0,0,1,2,0,10,0,1,4,2,0,0,0,0,1,0,0,0,0
2020-08-22,0,1,0,0,1,0,0,1,1,0,0,13,3,0,0,0,0,1,1,4,0,0,0,0,3,0,10,1,0,21,2,1,3,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,12,0,0,1,1,0,0,0,1,1,0,0,0,3,0,0,13,0,0,0,0,0,1,2,0,0,0,0,0,0,0,10,0,0,0,3,11,2,5,3,2,0,3,4,0,0,3,8,5,2,1,0,0,0,0,1,0,0,1,0,0,0,2,238,0,0,0,0,0,0,0,9,0,1,1,0,0,0,5,0,0,0,0,2,1,0,5,0,0,0,0,4,1,1,0,0,3,5,0,0,8,0,0,2,0,2,0,1,1,0,1,0,0,9,0,0,6,0,1,3,2,0,0,2,9,1,3,0,0,0,0,0,8,1,0,1,0,0,0,2,0,0,0,0,0,1
2020-08-23,1,0,0,0,0,0,1,2,1,0,0,21,3,0,0,1,1,0,0,4,0,0,0,0,4,2,6,0,0,22,1,0,1,1,0,0,2,1,1,0,3,0,0,2,0,3,0,1,13,2,1,0,0,0,1,0,0,0,0,0,1,5,0,1,13,0,0,1,2,1,0,1,1,0,0,0,0,1,0,4,0,1,2,2,9,1,0,4,1,1,2,9,1,0,3,12,4,1,2,0,0,0,0,0,0,1,0,2,0,0,1,209,0,0,1,0,0,1,0,3,0,6,1,3,4,0,2,0,1,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,2,8,0,0,8,0,1,0,0,2,0,0,1,0,2,0,0,10,1,1,7,0,0,3,1,1,0,3,7,0,0,2,0,5,0,0,13,1,0,0,1,0,0,1,0,1,0,1,3,0
2020-08-24,1,0,0,1,2,1,0,2,1,0,0,29,2,0,0,0,0,1,1,2,1,0,0,1,1,0,4,1,0,12,1,0,4,0,0,0,1,0,0,0,0,0,0,3,0,0,3,5,13,3,0,1,1,0,0,0,2,0,0,0,0,3,0,1,8,0,1,0,0,1,0,2,0,1,0,0,0,0,0,5,0,3,0,6,14,1,2,3,1,2,3,3,2,0,7,13,2,0,7,1,0,0,0,1,0,0,1,2,0,0,2,195,0,0,0,1,0,0,0,6,0,2,0,0,3,0,4,0,0,0,0,3,0,0,1,0,1,0,0,5,2,0,0,0,6,10,0,0,9,0,2,0,0,1,0,0,1,2,1,1,0,7,2,0,4,0,0,1,0,0,0,4,14,1,3,1,0,4,0,0,13,2,0,0,0,1,0,0,0,1,0,0,1,0
2020-08-25,2,0,0,0,1,0,2,0,1,0,0,21,6,0,0,0,0,1,2,4,0,0,0,1,3,1,7,0,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,12,2,0,2,2,0,0,0,0,0,0,1,0,3,0,0,14,0,0,0,1,0,1,7,1,0,0,0,1,2,0,7,0,0,0,1,12,3,2,4,0,1,2,5,1,0,5,11,5,3,6,2,0,0,0,2,2,0,0,1,2,0,3,208,2,0,1,0,0,0,0,8,0,1,1,0,4,0,2,0,1,0,1,0,0,1,3,0,0,0,0,2,0,0,0,0,0,12,0,0,7,0,4,0,0,4,0,0,0,0,2,1,0,6,0,0,6,0,1,2,3,0,0,4,12,0,1,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,1,1
2020-08-26,4,1,0,0,1,0,0,0,0,0,0,23,2,0,0,1,0,1,0,2,0,0,0,0,2,0,3,0,0,17,2,0,1,0,0,0,0,0,2,0,1,3,0,3,0,0,1,0,11,5,0,1,0,0,1,0,0,0,0,0,0,3,0,1,13,0,0,0,1,0,1,1,0,2,0,0,1,0,0,5,0,0,0,3,13,2,2,5,0,1,3,1,0,0,7,8,3,1,1,0,0,0,0,2,1,0,1,3,0,0,2,174,1,0,0,0,0,0,0,5,0,0,0,0,2,0,4,0,0,0,0,5,1,0,5,0,0,0,0,2,1,0,0,0,2,10,0,0,5,0,0,0,0,1,0,2,1,1,0,0,0,6,2,0,4,0,0,2,1,0,0,3,8,0,1,1,0,1,0,0,9,3,1,0,1,0,0,0,0,0,0,1,1,0
2020-08-27,3,0,1,0,0,1,1,0,0,0,0,27,1,0,0,0,0,1,0,2,0,0,0,2,1,0,3,0,0,22,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,13,2,1,1,0,0,1,0,1,0,0,0,0,2,0,0,18,1,0,0,1,0,0,5,1,0,0,0,0,1,0,3,0,0,0,3,13,0,2,3,0,0,2,7,0,0,9,15,0,0,0,3,0,0,0,1,0,0,1,0,0,0,1,195,1,0,0,1,0,0,0,3,0,5,0,0,1,0,2,0,1,0,0,1,0,0,6,0,0,0,0,3,0,0,1,0,2,8,0,0,8,0,0,0,0,3,0,0,1,0,3,0,0,9,1,0,6,0,0,2,1,0,0,4,18,0,2,2,0,2,0,2,8,1,0,1,1,0,0,0,0,0,0,0,0,1
2020-08-28,3,0,0,0,0,0,0,1,2,0,0,21,1,0,0,0,0,0,0,4,0,0,0,0,6,0,6,0,1,17,0,0,3,1,0,0,1,0,0,0,0,2,0,2,0,0,2,1,9,2,0,1,0,0,1,0,0,0,0,0,0,6,0,0,15,1,0,0,1,1,0,0,0,1,0,1,0,0,0,7,0,0,1,4,16,0,2,3,2,1,0,3,0,0,4,7,1,1,1,1,0,0,0,0,0,0,1,2,0,0,1,192,1,0,0,0,0,0,0,11,0,2,2,0,4,1,1,0,1,0,0,3,0,0,1,0,0,2,0,4,0,0,0,0,4,2,0,0,6,0,2,0,0,2,0,1,2,0,0,0,0,4,2,0,4,0,0,2,0,0,0,8,11,0,1,4,0,2,0,1,16,2,0,0,2,0,0,1,0,1,1,0,1,0
2020-08-29,0,2,0,0,1,1,0,2,0,0,0,16,2,0,0,2,0,0,1,1,0,0,2,0,3,0,2,0,0,19,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,4,2,11,2,0,1,0,0,0,0,1,0,0,0,0,6,0,0,16,0,0,1,0,0,0,2,1,0,0,0,0,1,0,2,0,0,1,4,7,0,1,6,1,1,0,2,0,0,2,4,2,0,2,0,1,0,1,2,0,0,0,2,0,0,2,184,0,1,0,0,0,0,0,3,0,2,1,0,2,2,2,0,1,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,4,9,0,0,2,0,4,0,0,1,0,1,0,1,0,0,0,9,0,0,14,0,0,2,0,0,0,3,4,0,2,2,0,0,1,0,9,1,0,0,0,1,0,0,0,1,0,0,0,1
2020-08-30,1,0,0,0,0,1,1,1,1,0,0,24,4,0,1,0,0,1,0,0,0,0,0,0,1,2,3,0,1,18,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,12,3,0,0,1,0,0,0,0,1,1,1,0,3,0,0,12,1,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,2,11,0,0,4,0,1,2,7,0,0,4,8,2,0,2,1,0,0,0,0,0,0,0,2,1,0,1,147,0,0,0,0,0,2,0,4,0,2,0,1,2,0,3,0,0,0,0,1,0,0,4,1,0,0,1,2,1,0,1,0,2,6,0,0,7,0,2,0,0,0,0,0,3,0,0,0,0,7,0,0,4,1,0,0,2,0,0,6,5,0,0,0,0,2,0,0,6,1,0,0,0,0,0,0,0,1,0,1,1,0
2020-08-31,1,2,0,0,0,0,0,0,2,0,0,24,2,0,0,2,2,0,2,3,0,0,0,0,6,0,3,0,2,19,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,3,4,7,1,0,1,1,0,1,0,0,0,0,1,0,8,0,0,11,1,0,0,0,0,0,3,0,0,0,0,1,1,0,15,0,0,0,2,6,1,0,2,0,0,1,6,1,0,4,6,3,1,3,1,0,0,0,0,1,0,1,0,0,0,1,162,0,0,0,0,0,2,0,4,0,2,1,0,2,0,0,0,2,1,0,3,0,1,1,1,0,0,1,2,0,0,0,0,1,10,0,0,8,0,1,0,0,2,0,0,2,1,1,0,0,3,2,1,2,0,1,1,0,0,0,2,9,0,1,1,0,2,1,2,7,1,0,3,0,0,0,0,0,0,1,0,0,1
