"date","ABANCAY","ACOBAMBA","ACOMAYO","AIJA","ALTO AMAZONAS","AMBO","ANDAHUAYLAS","ANGARAES","ANTA","ANTABAMBA","ANTONIO RAIMONDI","AREQUIPA","ASCOPE","ASUNCION","ATALAYA","AYABACA","AYMARAES","AZANGARO","BAGUA","BARRANCA","BELLAVISTA","BOLIVAR","BOLOGNESI","BONGARA","CAJABAMBA","CAJAMARCA","CAJATAMBO","CALCA","CALLAO","CAMANA","CANAS","CANCHIS","CANDARAVE","CAÑETE","CANGALLO","CANTA","CARABAYA","CARAVELI","CARHUAZ","CARLOS FERMIN FITZCARRALD","CASMA","CASTILLA","CASTROVIRREYNA","CAYLLOMA","CELENDIN","CHACHAPOYAS","CHANCHAMAYO","CHEPEN","CHICLAYO","CHINCHA","CHINCHEROS","CHOTA","CHUCUITO","CHUMBIVILCAS","CHUPACA","CHURCAMPA","CONCEPCION","CONDESUYOS","CONDORCANQUI","CONTRALMIRANTE VILLAR","CONTUMAZA","CORONEL PORTILLO","CORONGO","COTABAMBAS","CUSCO","CUTERVO","DANIEL ALCIDES CARRION","DOS DE MAYO","EL COLLAO","EL DORADO","ESPINAR","FERREÑAFE","GENERAL SANCHEZ CERRO","GRAN CHIMU","GRAU","HUACAYBAMBA","HUALGAYOC","HUALLAGA","HUAMALIES","HUAMANGA","HUANCA SANCOS","HUANCABAMBA","HUANCANE","HUANCAVELICA","HUANCAYO","HUANTA","HUARAL","HUARAZ","HUARI","HUARMEY","HUAROCHIRI","HUAURA","HUAYLAS","HUAYTARA","HUENUCO","ICA","ILO","ISLAY","JAEN","JAUJA","JORGE BASADRE","JULCAN","JUNIN","LA CONVENCION","LA MAR","LA UNION","LAMAS","LAMBAYEQUE","LAMPA","LAURICOCHA","LEONCIO PRADO","LIMA","LORETO","LUCANAS","LUYA","MANU","MARAÑON","MARISCAL CACERES","MARISCAL LUZURIAGA","MARISCAL NIETO","MARISCAL RAMON CASTILLA","MAYNAS","MELGAR","MOHO","MORROPON","MOYOBAMBA","NAZCA","OCROS","OTUZCO","OXAPAMPA","OYON","PACASMAYO","PACHITEA","PADRE ABAD","PAITA","PALLASCA","PALPA","PARINACOCHAS","PARURO","PASCO","PATAZ","PAUCAR DEL SARA SARA","PAUCARTAMBO","PICOTA","PISCO","PIURA","POMABAMBA","PUERTO INCA","PUNO","PURUS","QUISPICANCHI","RECUAY","REQUENA","RIOJA","RODRIGUEZ DE MENDOZA","SAN ANTONIO DE PUTINA","SAN IGNACIO","SAN MARCOS","SAN MARTIN","SAN MIGUEL","SAN PABLO","SAN ROMAN","SÁNCHEZ CARRIÓN","SANDIA","SANTA","SANTA CRUZ","SANTIAGO DE CHUCO","SATIPO","SECHURA","SIHUAS","SUCRE","SULLANA","TACNA","TAHUAMANU","TALARA","TAMBOPATA","TARATA","TARMA","TAYACAJA","TOCACHE","TRUJILLO","TUMBES","UCAYALI","URUBAMBA","UTCUBAMBA","VICTOR FAJARDO","VILCAS HUAMAN","VIRU","YAROWILCA","YAULI","YAUYOS","YUNGAY","YUNGUYO","ZARUMILLA"
2020-08-02,7,0,0,0,11,3,4,1,0,0,0,66,8,0,0,5,0,4,38,16,1,1,0,0,3,39,0,0,76,7,0,4,0,21,0,0,4,4,0,0,1,2,0,7,1,4,14,1,30,2,0,0,1,2,6,1,1,0,9,0,1,25,0,0,62,2,8,1,0,2,1,22,4,3,0,1,2,6,0,25,0,0,0,19,69,9,14,26,0,11,6,35,3,0,41,37,7,10,14,3,0,0,0,6,0,0,3,16,0,0,6,1580,14,1,1,0,3,8,0,35,1,29,0,0,5,11,5,0,4,5,0,4,1,2,6,0,1,1,0,82,0,0,0,0,5,18,0,63,28,0,5,0,1,6,0,3,14,1,15,3,1,29,0,0,48,1,2,7,2,0,0,22,51,0,3,21,0,2,4,2,46,35,4,1,2,0,0,0,1,8,0,1,3,10
2020-08-03,31,9,1,0,70,2,19,11,2,0,5,613,33,0,1,6,2,10,49,54,3,0,1,3,9,107,0,2,265,26,1,4,0,75,2,2,3,5,10,1,1,4,7,16,8,6,32,6,126,37,3,2,4,2,28,0,6,0,37,4,5,85,0,3,174,9,9,4,1,25,4,9,2,1,1,0,7,9,5,104,0,5,3,22,145,8,23,53,3,13,13,115,10,3,72,185,31,32,96,6,2,1,0,41,14,1,19,49,5,1,15,2831,27,6,6,1,0,15,1,146,4,111,9,0,9,29,15,0,4,18,0,13,6,6,48,0,11,2,0,52,5,0,0,20,70,77,7,24,58,0,2,1,1,17,2,0,46,1,36,1,6,56,6,1,122,1,5,37,0,1,0,34,128,16,12,72,0,11,11,26,176,68,6,5,50,2,0,5,2,8,4,10,7,13
2020-08-04,25,4,1,4,54,2,12,1,2,0,0,555,23,0,0,13,2,11,63,29,24,0,4,4,2,131,0,3,203,9,0,16,0,31,1,1,1,1,2,1,7,3,0,19,4,26,25,23,151,24,4,4,9,0,19,1,6,2,61,4,1,116,0,0,192,1,12,1,7,14,2,29,0,16,0,1,3,23,3,78,1,2,5,65,115,24,39,64,3,20,27,128,27,3,106,164,36,22,87,4,1,0,1,25,4,0,32,32,0,0,28,2769,19,8,4,28,1,12,1,202,5,65,3,0,5,42,13,0,10,8,0,12,6,9,35,0,8,3,0,92,1,0,0,1,46,52,4,8,97,0,10,5,5,35,2,0,14,1,31,2,1,64,1,2,116,2,4,25,1,0,0,31,182,10,22,55,1,10,9,15,180,59,2,7,35,0,0,9,0,18,0,3,7,7
2020-08-05,39,3,0,0,21,6,25,1,3,0,14,763,13,0,4,9,1,10,67,59,10,0,11,3,1,108,0,3,212,11,0,6,2,48,0,5,2,7,4,0,45,6,3,22,2,18,27,7,85,68,0,3,3,2,23,2,12,2,32,1,6,95,0,8,172,6,8,3,11,5,1,17,11,3,0,0,11,5,2,116,0,7,9,56,112,16,64,45,2,7,16,126,7,3,100,149,42,32,122,4,3,0,3,36,6,0,19,22,3,2,17,2464,26,6,0,20,3,15,1,200,0,59,1,0,8,38,10,0,4,15,1,8,1,10,29,0,14,0,1,45,4,1,3,26,55,62,3,27,47,3,7,2,4,15,1,2,16,3,27,3,7,49,4,4,93,2,9,43,1,2,0,31,186,9,27,69,0,8,9,23,184,45,1,7,43,0,2,21,1,7,1,12,6,12
2020-08-06,37,5,0,2,39,5,16,0,1,0,0,757,19,0,4,7,3,11,110,37,26,0,1,4,3,142,0,2,215,11,2,13,0,39,3,1,3,3,1,0,7,5,2,32,2,7,52,13,121,143,0,5,23,0,30,0,4,1,38,0,2,99,1,10,239,7,23,5,29,11,2,28,3,7,0,0,20,19,14,90,1,2,7,81,143,11,27,69,2,10,17,84,16,0,121,166,38,30,118,12,5,0,5,43,12,1,39,69,1,2,8,2690,26,7,1,144,4,35,0,313,5,86,9,0,2,37,36,0,10,31,6,9,0,23,38,0,7,51,0,67,7,0,0,12,42,67,1,17,86,0,2,2,1,21,0,1,32,11,46,2,2,81,4,6,82,0,7,28,2,2,0,59,187,4,24,57,0,8,10,26,193,62,1,9,70,3,0,9,0,17,0,4,8,13
2020-08-07,25,13,0,3,28,16,15,5,2,0,1,596,46,0,2,18,0,12,95,58,16,0,1,1,1,138,0,2,195,18,2,5,0,71,1,1,3,3,2,0,5,6,2,17,4,14,41,9,144,46,4,7,5,1,12,0,4,1,25,6,3,74,1,4,259,13,3,1,3,8,3,30,10,6,2,0,23,6,9,114,0,3,10,85,102,15,35,50,2,10,11,30,16,6,119,180,55,39,77,31,9,0,6,51,1,1,15,38,3,0,22,2329,14,9,8,9,10,22,0,241,12,91,5,0,12,17,13,0,4,10,1,17,1,11,48,0,6,37,0,51,2,1,0,10,55,85,0,25,92,0,4,7,8,24,0,1,29,4,31,0,3,77,8,1,75,0,5,22,1,1,1,39,205,11,33,42,0,21,29,30,200,71,3,14,23,3,5,14,1,11,0,5,5,9
2020-08-08,32,4,0,0,11,8,13,15,8,1,1,547,26,0,9,6,0,4,47,83,20,0,7,2,7,159,1,4,195,7,0,8,0,38,1,0,4,8,7,1,4,2,2,18,2,12,11,7,120,26,5,6,1,2,8,3,5,0,31,2,1,113,0,3,141,4,10,4,2,2,2,22,6,4,2,1,10,5,1,101,0,0,11,78,94,15,20,55,2,21,23,31,10,11,94,153,22,30,147,3,1,0,2,23,2,1,5,26,1,0,22,2298,15,4,18,4,0,23,0,59,37,48,7,2,8,26,24,0,6,13,0,10,2,40,21,0,17,0,0,43,4,0,0,20,37,54,1,14,34,0,4,7,4,17,0,0,73,2,30,2,1,74,3,2,114,0,5,12,0,0,1,57,171,8,21,30,0,16,5,13,188,40,3,3,32,1,0,1,1,5,0,10,4,7
2020-08-09,16,4,2,0,2,0,3,3,1,1,0,85,9,0,0,1,1,6,4,42,2,0,0,0,7,54,1,4,62,1,1,11,0,17,0,0,2,0,0,0,0,1,1,8,3,6,17,16,15,28,0,3,0,1,2,6,3,1,14,0,1,18,0,0,183,3,7,0,5,5,2,6,1,1,0,0,14,3,2,39,0,43,2,13,52,12,10,18,0,5,6,54,3,1,52,46,10,20,68,0,2,0,1,12,1,1,5,13,5,0,9,1486,3,8,0,5,2,7,0,51,1,24,3,0,5,9,6,0,2,9,0,7,0,9,6,0,1,0,0,41,0,0,3,4,16,19,3,55,37,0,2,2,0,2,0,2,11,1,6,4,0,29,0,1,52,0,2,8,0,6,0,21,88,0,7,27,0,3,2,4,36,26,2,2,2,0,0,3,0,1,0,0,2,1
2020-08-10,55,1,0,1,32,6,22,5,5,1,0,595,21,0,1,8,0,10,100,51,13,0,1,1,3,128,1,1,204,12,2,16,0,51,4,2,3,3,2,1,9,6,3,16,7,22,31,20,130,69,3,18,3,2,19,5,23,1,55,0,4,166,0,10,230,9,7,4,5,12,1,23,23,2,0,0,10,7,8,120,0,2,8,63,151,17,25,75,7,15,23,48,13,2,131,296,57,35,130,7,1,2,6,49,8,1,22,39,8,1,12,2619,45,7,6,3,1,14,1,125,3,99,6,2,14,33,15,0,6,23,0,12,2,13,34,0,27,3,2,53,0,1,1,17,65,165,2,13,73,0,8,1,14,32,0,1,40,17,39,6,3,81,4,2,100,3,4,51,1,2,0,45,120,12,29,77,1,16,9,24,223,37,3,6,46,1,0,3,1,15,1,5,2,15
2020-08-11,57,0,1,0,22,3,18,17,4,1,0,589,36,2,1,7,1,8,84,40,18,0,1,2,4,104,0,5,322,11,1,19,3,38,0,3,2,4,1,0,6,2,2,37,4,21,27,8,115,22,1,14,14,2,21,14,3,0,38,1,4,138,0,8,320,15,10,4,16,5,3,37,16,6,2,0,16,1,3,143,0,12,6,81,112,5,23,65,2,19,21,61,7,1,130,199,307,48,76,2,2,1,8,23,19,3,14,31,2,0,25,3088,49,24,16,3,4,22,2,187,5,88,9,1,8,37,10,4,8,34,0,14,2,2,45,0,8,0,1,43,2,4,0,2,44,87,1,7,84,1,14,6,6,18,0,0,30,1,77,4,0,84,8,4,106,25,6,34,0,1,0,69,169,7,24,73,1,10,24,17,182,70,1,7,22,3,0,7,1,11,0,3,4,11
2020-08-12,59,5,1,2,42,13,19,10,5,2,0,698,13,0,1,13,3,10,60,63,13,0,1,4,11,98,0,2,408,15,1,27,3,71,0,1,1,5,2,1,3,3,6,33,2,21,21,24,139,79,0,5,15,8,12,0,8,4,64,7,7,144,0,0,271,6,8,3,3,6,2,29,7,8,0,1,26,0,1,136,0,5,5,113,151,12,114,61,3,10,24,86,6,3,110,131,38,23,109,8,5,0,5,49,11,0,51,20,2,1,20,3314,42,25,6,4,3,10,2,164,25,86,7,0,7,52,15,0,13,6,0,21,0,14,23,1,4,3,0,42,1,1,1,2,30,92,3,8,69,0,4,14,9,27,0,18,44,3,37,8,1,78,13,2,81,25,3,40,2,0,1,57,245,12,36,126,3,16,24,11,177,44,1,3,25,4,0,6,1,6,1,1,5,7
2020-08-13,19,13,0,1,46,3,29,10,9,0,0,780,21,0,68,2,1,21,123,122,8,1,2,1,4,91,0,4,259,10,2,31,0,55,3,1,2,6,1,0,12,2,1,19,0,31,33,21,126,60,1,9,7,4,24,3,3,0,47,0,1,130,0,11,292,16,11,2,2,10,0,29,8,6,0,0,88,4,6,163,1,6,4,117,155,13,21,56,1,16,16,29,11,4,101,117,36,40,94,26,2,0,4,58,5,0,33,49,4,0,93,2918,34,11,3,3,2,12,0,236,15,101,11,0,9,24,22,1,6,8,0,11,1,11,54,1,5,0,0,36,3,1,0,0,93,115,1,19,80,0,3,2,8,22,2,22,32,6,27,21,0,63,7,4,97,1,5,31,3,0,0,57,236,4,27,140,1,17,24,19,192,48,4,5,64,3,0,3,1,12,3,2,4,7
2020-08-14,52,11,0,3,72,6,20,13,3,0,0,630,43,0,1,13,0,11,145,30,7,1,5,3,5,221,0,5,210,10,1,16,2,78,4,2,4,2,9,0,8,6,1,27,1,15,23,9,94,19,12,27,10,7,17,0,1,1,55,4,19,134,0,16,284,23,4,6,2,5,5,20,20,5,0,0,55,1,2,134,1,2,10,83,342,21,49,86,1,12,15,75,7,3,153,162,30,53,117,19,4,0,6,46,10,0,7,59,9,0,132,3250,35,8,13,4,1,15,0,201,8,144,22,5,24,25,21,2,3,20,1,9,1,5,21,1,3,3,1,50,0,0,7,3,58,137,6,14,116,0,10,4,18,26,1,18,41,1,27,18,2,249,3,4,133,2,6,40,4,2,0,43,258,7,23,99,0,13,15,32,206,34,0,9,28,0,2,14,1,7,2,6,4,11
2020-08-15,25,4,3,3,15,2,17,14,3,0,0,408,16,0,1,16,0,9,37,49,11,0,1,2,3,91,1,2,242,36,2,15,1,36,1,3,6,1,5,0,4,3,2,18,1,14,17,10,110,28,1,27,3,5,22,4,7,8,18,1,1,82,0,3,227,6,3,5,4,10,3,19,6,7,0,0,15,3,4,85,0,2,9,108,309,21,30,75,2,21,15,58,7,4,254,100,107,23,72,1,3,2,2,36,5,0,3,30,10,0,47,3106,32,11,3,7,10,23,1,161,10,112,8,2,14,24,9,0,1,5,0,13,4,12,22,0,4,3,2,31,4,0,2,1,27,153,1,4,226,1,5,8,6,14,0,2,26,1,18,2,1,562,1,7,132,2,3,29,4,1,0,53,195,3,18,39,2,18,18,19,150,41,3,2,22,2,0,2,0,4,0,1,8,15
2020-08-16,9,5,0,0,6,3,2,3,0,0,0,82,8,0,1,2,0,7,29,61,10,0,0,0,3,27,1,0,70,10,1,5,0,8,0,1,4,2,0,1,0,1,3,10,1,3,10,1,14,60,0,4,3,1,2,1,4,3,6,0,0,36,0,0,42,3,1,1,5,5,2,16,2,2,0,0,1,2,12,53,1,1,4,50,34,3,8,7,3,2,1,12,0,2,75,36,6,9,42,0,0,0,4,8,10,0,3,14,3,0,3,1743,28,0,0,2,1,5,0,47,0,45,0,2,1,3,2,0,1,9,0,4,1,3,0,0,1,0,2,30,0,0,1,1,12,27,0,31,101,0,2,0,0,14,0,3,6,0,3,2,0,139,0,1,37,1,1,12,3,0,0,29,53,2,1,3,0,6,4,2,39,10,2,1,3,0,0,2,0,4,0,1,1,0
2020-08-17,62,3,1,3,42,16,22,21,10,2,0,601,47,1,14,2,3,18,75,38,9,0,4,1,7,192,0,11,190,29,0,22,1,80,2,5,4,8,14,0,6,6,3,28,0,27,22,26,101,41,3,8,20,11,14,6,2,7,52,2,5,128,0,9,234,3,8,6,8,5,8,23,6,7,2,0,31,6,5,134,3,5,8,104,282,20,58,73,4,22,19,58,13,4,99,172,87,25,98,5,3,1,4,19,10,1,26,48,3,0,14,3307,45,9,8,2,7,14,1,203,14,92,10,0,15,33,20,0,2,9,0,5,6,4,41,2,11,3,1,42,6,2,3,2,73,168,1,17,89,6,7,13,16,55,0,3,32,1,43,3,2,107,3,5,106,1,9,35,3,1,1,67,204,12,25,62,2,13,13,25,135,19,5,13,36,4,1,10,3,8,0,4,2,3
2020-08-18,46,10,4,4,27,4,9,7,6,0,0,543,13,1,2,12,2,15,75,33,9,1,2,5,3,204,0,4,228,22,7,23,0,61,2,5,10,6,11,0,6,6,0,25,2,18,34,22,105,56,2,16,14,5,20,0,14,3,34,3,5,222,0,6,359,3,5,3,5,7,3,12,10,3,1,0,4,11,8,132,0,3,14,107,115,26,41,60,0,11,29,47,12,0,106,162,34,25,113,55,2,3,8,33,18,4,5,35,8,0,33,3017,37,12,2,39,2,15,0,132,30,115,11,1,7,30,16,0,8,15,0,13,9,7,56,0,18,4,1,31,9,2,6,10,33,172,7,30,78,0,15,1,11,47,0,5,24,11,32,1,5,90,7,13,82,1,11,42,11,1,2,50,157,13,23,63,0,20,28,17,187,39,1,4,19,3,1,5,1,10,1,3,0,12
2020-08-19,29,6,3,0,26,8,14,101,6,0,0,799,40,0,4,19,1,17,113,62,7,0,1,0,3,190,0,5,225,16,2,18,2,34,0,5,11,9,8,0,7,6,1,25,3,15,18,26,121,42,2,10,8,3,5,1,15,2,57,7,0,190,0,11,334,4,6,4,0,7,2,29,6,9,1,0,6,7,2,127,0,2,10,83,147,42,55,60,6,26,12,62,7,1,102,168,38,24,96,7,3,2,4,44,6,4,13,63,5,0,25,3067,38,13,3,13,18,27,0,278,37,76,5,1,4,24,66,0,5,10,1,8,15,6,26,0,8,1,1,40,3,2,7,7,47,131,0,21,49,2,10,3,19,11,0,2,28,9,51,8,3,99,20,5,124,0,4,37,6,0,2,41,202,22,23,77,0,7,15,21,184,72,3,12,42,1,1,5,1,13,2,4,1,16
2020-08-20,46,15,0,2,28,12,11,22,36,3,0,1318,12,0,1,9,4,11,142,27,9,0,2,6,7,76,0,12,270,9,3,24,0,31,0,0,8,5,5,0,2,6,1,24,0,38,26,20,216,83,4,17,14,6,28,1,6,1,35,4,0,204,0,6,585,4,2,5,4,14,4,42,2,9,5,4,10,10,10,128,1,1,15,70,116,105,15,76,5,14,17,66,7,3,135,217,41,20,116,4,2,0,5,33,5,1,27,49,7,0,27,2619,56,3,11,15,1,14,0,164,38,151,12,1,9,28,14,1,11,14,2,36,9,7,21,0,13,0,0,65,4,1,8,3,58,197,5,22,73,1,54,1,14,31,0,3,41,10,28,9,1,103,27,6,102,7,1,41,3,1,0,73,390,13,21,81,1,3,19,29,226,34,2,10,28,0,1,3,1,14,1,3,2,10
2020-08-21,40,1,3,0,8,4,18,21,50,3,0,655,17,0,1,13,4,11,115,19,11,0,0,3,3,218,0,5,213,22,0,28,1,27,3,2,4,4,8,0,4,3,5,37,3,29,14,10,137,25,8,13,3,13,9,8,4,4,20,4,1,53,1,8,459,3,2,6,2,4,8,16,3,10,3,2,29,12,5,114,2,0,4,58,102,18,22,65,3,19,19,63,13,3,170,311,33,28,73,5,9,1,8,36,7,1,0,38,5,1,17,2872,62,15,9,4,3,14,1,154,13,85,5,2,10,9,29,0,17,10,11,5,4,3,19,0,9,9,3,44,1,1,1,8,26,169,1,4,53,0,27,5,24,19,1,9,48,3,35,19,1,95,7,1,113,6,2,42,4,3,0,54,246,9,22,53,0,8,12,19,188,41,1,9,37,3,1,3,1,11,1,3,2,8
2020-08-22,47,10,14,1,17,1,3,6,23,2,0,821,20,0,4,7,3,17,114,22,6,1,1,2,11,184,0,1,143,14,1,25,0,21,3,1,2,6,10,0,8,7,0,25,3,3,42,11,84,18,5,9,5,3,7,0,7,1,32,2,1,100,0,24,398,6,1,2,4,3,6,23,6,5,3,2,5,11,5,129,1,0,2,39,69,37,10,35,2,14,16,21,8,2,133,161,23,26,74,3,2,0,3,35,14,0,5,20,1,0,7,2417,21,7,2,5,4,7,1,56,17,45,20,0,9,20,3,0,3,2,0,7,3,8,18,0,18,3,0,20,3,3,6,4,120,145,6,4,41,0,7,5,19,9,2,2,32,6,46,2,1,54,6,2,79,1,3,44,17,0,0,27,242,2,34,67,1,9,12,13,149,24,0,13,13,2,1,9,1,4,0,3,0,5
2020-08-23,2,2,0,0,2,0,3,1,9,0,0,36,1,0,6,0,1,1,24,1,0,0,0,1,5,11,0,2,23,3,0,3,0,4,0,0,0,0,0,0,0,0,0,11,0,1,12,0,20,9,0,5,1,0,0,2,2,0,15,0,0,19,0,2,25,3,0,3,0,1,1,15,0,3,1,1,3,1,0,10,5,0,0,5,28,0,11,4,1,0,0,25,2,0,3,4,60,7,7,0,0,0,6,10,2,0,0,5,0,0,17,944,12,0,0,0,0,7,0,15,1,33,2,1,0,14,1,0,0,3,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,11,0,8,3,0,11,1,0,4,0,0,5,0,12,2,0,7,0,4,47,2,0,19,0,0,2,3,11,1,0,10,0,5,0,3,52,1,0,3,0,0,0,2,0,2,0,0,6,0
2020-08-24,56,11,1,1,37,15,15,13,8,0,0,338,20,0,6,15,4,20,54,54,22,0,2,1,13,192,0,13,312,21,1,16,1,64,2,4,3,1,13,0,2,13,1,21,0,22,26,13,65,67,11,8,17,5,10,7,4,0,57,2,3,83,0,6,649,21,5,2,7,15,3,28,3,15,1,0,3,2,2,109,2,6,3,36,105,6,29,70,8,13,17,43,7,1,67,167,51,9,84,11,1,1,3,15,6,0,29,72,16,2,52,2470,66,7,4,29,3,21,0,142,18,90,11,0,24,22,17,0,8,9,0,5,16,47,128,1,18,2,2,33,2,1,2,5,45,201,3,8,35,0,21,7,12,15,0,2,34,6,56,0,1,151,10,2,98,2,5,38,6,1,0,62,286,19,22,33,0,6,10,13,161,50,0,8,35,0,1,6,7,4,6,0,0,21
2020-08-25,60,9,3,3,40,36,28,29,9,0,1,749,61,0,2,15,3,45,181,18,16,0,0,7,11,235,0,7,233,29,3,30,17,113,4,0,13,9,2,2,4,14,5,38,9,19,50,16,204,79,19,15,18,9,26,3,8,1,44,1,5,172,0,16,413,3,12,6,17,27,9,24,9,5,1,0,6,29,0,141,1,25,8,79,189,48,24,113,2,35,27,66,16,4,194,349,45,49,151,11,6,2,2,42,8,0,25,29,8,2,32,2735,54,8,7,16,0,27,3,176,7,86,34,0,36,40,14,1,7,17,3,18,5,15,54,1,25,1,0,68,14,2,8,6,67,234,8,6,103,1,18,1,18,27,0,1,36,5,88,10,1,106,9,4,85,1,3,46,6,5,3,164,303,12,29,164,2,21,16,37,219,65,4,14,58,6,0,31,1,21,0,3,4,11
2020-08-26,55,8,1,1,26,2,13,16,12,0,1,476,14,1,1,9,9,26,130,102,7,0,2,2,8,68,1,2,222,8,0,10,3,28,4,1,14,10,14,0,6,3,4,29,2,13,32,17,116,32,3,19,6,3,15,18,2,1,19,2,3,195,0,27,271,9,2,3,1,2,3,11,10,1,0,0,10,4,1,91,3,1,5,42,167,14,232,102,1,24,18,40,27,2,92,155,32,30,78,4,1,0,5,32,15,0,12,34,5,1,20,2572,27,16,1,3,1,9,2,147,18,76,11,0,24,24,21,18,4,3,3,16,12,8,27,0,5,2,5,43,2,1,3,26,42,164,1,6,109,1,3,3,13,15,1,7,22,0,44,1,1,130,11,2,115,5,7,37,19,2,0,77,178,18,26,106,2,41,7,14,125,35,1,3,27,6,0,14,5,8,0,5,4,8
2020-08-27,41,3,2,0,31,4,11,5,12,0,0,533,29,0,0,5,4,8,131,19,12,0,3,3,2,73,0,15,167,13,2,15,2,79,1,1,9,7,7,0,16,5,1,19,1,18,26,23,115,65,3,11,4,3,8,4,6,1,29,0,2,100,0,4,236,6,1,5,7,19,2,17,2,3,3,2,11,3,4,121,5,6,10,20,103,48,361,34,5,7,13,17,7,1,73,138,25,20,56,5,6,0,7,35,5,0,10,49,12,0,20,2369,34,3,2,0,0,11,2,93,5,63,12,0,16,35,9,0,1,12,0,24,1,22,75,0,14,4,2,69,16,0,7,6,133,144,6,8,59,1,9,0,2,14,1,4,21,2,19,0,0,86,7,6,64,0,2,12,10,1,0,73,289,34,32,68,0,23,5,18,176,31,2,7,24,1,0,6,1,11,0,4,4,1
2020-08-28,50,3,1,3,19,8,19,8,9,0,0,407,15,1,0,7,2,11,43,15,10,0,7,12,6,70,1,7,232,12,2,24,0,70,1,3,6,3,5,0,6,6,3,29,10,12,27,7,146,60,5,14,7,4,13,4,6,2,10,3,1,111,0,22,458,10,6,0,3,6,3,42,8,8,0,11,18,1,10,117,1,3,4,45,159,8,304,120,1,37,16,90,24,1,118,101,20,21,65,12,2,0,6,60,9,0,39,76,6,0,16,3044,13,2,3,20,2,27,0,185,8,62,17,2,18,42,40,0,6,5,2,27,8,12,31,0,9,1,2,52,12,1,2,3,84,200,8,1,42,1,59,10,3,61,0,2,32,1,28,3,1,91,7,2,96,5,4,22,17,4,0,59,16,16,30,85,0,11,6,11,184,24,3,21,26,5,0,19,0,9,2,2,0,3
2020-08-29,22,12,1,1,8,4,30,5,2,1,0,379,10,0,9,3,1,9,60,11,11,0,0,11,3,77,0,1,131,16,1,23,0,140,1,5,12,3,4,0,3,9,1,13,1,11,11,6,122,62,4,9,3,4,18,2,1,0,9,2,4,94,0,2,199,2,5,0,2,2,1,17,2,14,0,0,3,7,1,70,1,14,2,29,157,13,233,47,1,20,14,75,6,1,128,101,11,19,51,5,1,0,4,31,10,1,20,44,16,0,4,1922,31,1,2,1,0,10,0,53,2,37,5,0,10,13,8,0,10,3,1,14,1,10,14,1,6,5,0,63,9,0,0,0,166,141,0,2,41,0,7,1,7,12,1,1,12,0,9,1,1,58,2,5,64,0,5,22,10,5,1,54,151,10,32,74,1,15,13,7,138,39,3,7,17,2,0,7,1,9,1,4,6,4
2020-08-30,13,0,0,0,23,1,1,5,0,0,0,91,6,0,0,0,1,0,12,9,0,0,1,0,0,15,0,1,69,5,1,4,0,17,0,0,2,0,0,0,4,1,0,8,3,5,11,1,10,11,0,7,3,0,5,1,13,1,0,2,1,38,0,2,28,1,0,0,1,2,0,21,1,1,0,0,14,3,1,18,0,1,1,60,25,2,19,8,0,6,2,29,0,1,23,28,1,3,11,0,0,1,2,2,0,0,1,10,0,1,2,1002,39,1,0,2,2,5,0,13,4,13,1,1,1,3,5,0,4,1,1,3,1,10,4,0,1,12,0,13,1,0,0,0,10,18,0,3,11,0,2,1,0,0,0,0,7,0,19,0,1,18,2,2,36,0,0,9,0,0,0,14,26,0,5,5,0,5,2,2,51,6,1,2,1,1,0,2,0,0,0,2,1,1
2020-08-31,58,2,1,0,56,3,31,4,3,0,0,428,13,0,0,3,5,3,42,12,1,0,1,2,4,50,0,6,157,15,3,22,2,44,2,2,15,6,4,0,6,11,2,19,7,16,26,15,93,24,5,10,10,2,3,0,13,2,11,1,2,71,0,1,177,7,8,1,0,7,5,11,4,2,1,0,6,3,3,91,1,4,3,48,79,12,18,63,3,24,15,32,17,0,88,134,27,24,35,8,3,0,5,30,1,0,11,30,7,0,23,2167,29,3,4,2,2,10,2,138,1,54,13,0,5,25,6,0,4,15,2,12,9,8,17,0,4,4,0,30,4,0,7,3,52,135,1,7,41,1,5,2,1,16,0,2,26,0,25,0,1,42,6,5,62,0,2,37,6,2,0,39,172,3,51,88,0,14,2,14,131,27,1,4,26,0,0,12,2,11,2,4,1,8
2020-09-01,41,5,2,0,10,2,9,3,6,1,0,338,29,0,1,4,0,7,46,26,3,0,1,1,6,99,0,3,177,15,1,11,1,48,0,0,5,6,10,0,17,6,0,18,3,26,10,5,144,17,4,9,4,7,3,1,9,0,18,4,0,108,1,2,164,12,4,4,8,22,5,16,3,6,1,3,16,3,0,89,0,5,8,48,84,29,24,30,6,8,10,61,15,7,101,133,16,15,80,1,25,0,5,16,33,2,20,29,5,0,7,1998,20,4,3,0,2,15,1,71,10,100,8,1,9,11,17,0,5,11,1,6,4,4,20,3,6,7,1,23,10,0,6,3,33,186,3,2,30,0,4,0,37,11,0,6,23,1,39,3,2,56,5,3,83,4,2,20,5,3,0,121,76,14,34,56,1,11,3,13,113,51,1,6,11,1,2,4,0,17,1,1,3,9
